genename	refseq
MAP3K7CL	NM_001371373
MAP3K7CL	NM_001371371
MAP3K7CL	NM_001371372
SHLD1	NM_001303479
SHLD1	NM_001303477
SHLD1	NM_001303478
SHLD1	NM_152504
MAP3K7CL	NM_001286624
SLX4IP	NM_001009608
DEFB125	NM_153325
DIS3	NM_014953
NKX2-2	NM_002509
DIS3	NM_001128226
DIS3	NM_001322348
DIS3	NM_001322349
BMP2	NM_001200
EVA1C	NM_001286556
PDYN	NM_001190898
PDYN	NM_024411
EVA1C	NM_001320745
EVA1C	NM_058187
EVA1C	NM_001320744
PDYN	NM_001190899
PDYN	NM_001190900
PDYN	NM_001190892
FAM110A	NM_001042353
FAM110A	NM_001289146
FAM110A	NM_031424
FAM110A	NM_001289145
FAM110A	NM_207121
FAM110A	NM_001289147
INSM1	NM_002196
DEFB128	NM_001037732
COG6	NM_001145079
DEFB126	NM_001412225
DEFB126	NM_030931
COG6	NM_020751
CFAP298	NM_001350334
CFAP298	NM_021254
CFAP298	NM_001350337
SEL1L2	NM_025229
CFAP298	NM_001350336
CFAP298	NM_001350335
SEL1L2	NM_001271539
SEL1L2	NM_001363752
MEDAG	NM_032849
BTBD3	NM_181443
BTBD3	NM_001282552
PCDHA1	NM_031410
PCDHA1	NM_018900
BTBD3	NM_001395003
BTBD3	NM_001395009
PCDHA1	NM_031411
BTBD3	NM_001395005
BTBD3	NM_001395004
PCDHA2	NM_031495
PCDHA2	NM_018905
PCDHA2	NM_031496
PCDHA3	NM_031497
PCDHA3	NM_018906
PCDHA4	NM_031500
PCDHA4	NM_018907
PCDHA5	NM_031501
PCDHA5	NM_018908
PCDHA6	NM_031848
PCDHA6	NM_018909
PCDHA6	NM_031849
BTBD3	NM_001395006
BTBD3	NM_014962
BTBD3	NM_001395008
PCDHA7	NM_031852
PCDHA7	NM_018910
BTBD3	NM_001282550
PCDHA8	NM_031856
BTBD3	NM_001395007
BTBD3	NM_001282551
BTBD3	NM_001282554
PCDHA8	NM_018911
PCDHA9	NM_014005
NKX2-4	NM_033176
PCDHA9	NM_031857
PCDHA10	NM_031859
PCDHA10	NM_018901
PCDHA10	NM_031860
CFAP298-TCP10L	NM_001350338
PCDHA11	NM_031861
PCDHA11	NM_018902
PCDHA12	NM_031864
PCDHA12	NM_018903
PCDHA13	NM_018904
PCDHA13	NM_031865
PCDHAC2	NM_031883
PCDHAC2	NM_018899
PCDHB1	NM_013340
PCDHAC1	NM_031882
PCDHAC1	NM_018898
PCDHB2	NM_018936
COL4A2	NM_001846
TCP10L	NM_144659
PCDHB4	NM_018938
MPPE1	NM_023075
PCDHB5	NM_015669
MPPE1	NM_001319154
SMIM34	NM_001367348
PCDHB6	NM_018939
PCDHB6	NM_001303145
TMEM230	NM_001330987
PCDHB7	NM_018940
PCDHB8	NM_019120
MPPE1	NM_001242904
PCDHB16	NM_020957
MPPE1	NM_001330563
TMEM230	NM_001330984
APOB	NM_000384
PCDHB9	NM_019119
TMEM230	NM_014145
BTG3	NM_001130914
TMEM230	NM_001009924
PCDHB10	NM_018930
BTG3	NM_006806
TMEM230	NM_001330986
TMEM230	NM_001330985
PCDHB11	NM_018931
TMEM230	NM_001009923
PCDHB12	NM_018932
TDRD15	NM_001306137
PCDHB13	NM_018933
PCDHB14	NM_018934
TMEM230	NM_001009925
PRR20C	NM_001130405
PCDHB15	NM_018935
PCDHB3	NM_018937
SLITRK6	NM_032229
SUMO3	NM_006936
SUMO3	NM_001286416
PCSK2	NM_001201528
PCSK2	NM_002594
PCSK2	NM_001201529
PCDH9	NM_203487
PCDH9	NM_001318373
PCDH9	NM_020403
PCDH9	NM_001318372
PCDH9	NM_001318374
MRPL39	NM_017446
ZNF343	NM_001282495
ZNF343	NM_001282496
ZNF343	NM_001321805
ZNF343	NM_024325
ZNF343	NM_001321800
MRPL39	NM_080794
ZNF343	NM_001282499
ZNF343	NM_001282498
ZNF343	NM_001321802
ZNF343	NM_001282497
ZNF343	NM_001321803
ZNF343	NM_001321801
CST8	NM_005492
CST8	NM_001281730
ISM1	NM_080826
CST5	NM_001900
SAMSN1	NM_022136
SYNDIG1	NM_001323606
SYNDIG1	NM_024893
SYNDIG1	NM_001323607
SAMSN1	NM_001395858
SAMSN1	NM_001395857
SAMSN1	NM_001256579
RNF135	NM_197939
RNF135	NM_032322
RNF135	NM_001184992
SAMSN1	NM_001256370
SAMSN1	NM_001286523
OMG	NM_002544
EVI2B	NM_006495
SMIM11	NM_058182
SMIM11	NM_001394150
SMIM11	NM_001376899
XRN2	NM_012255
XRN2	NM_001317960
SIM2	NM_005069
SIM2	NM_009586
ZMYM5	NM_001142684
ZMYM5	NM_001039649
ZMYM5	NM_001039650
SNRPB2	NM_003092
SNRPB2	NM_198220
CELF4	NM_001353722
CELF4	NM_001353706
CELF4	NM_001353732
CELF4	NM_001353727
CELF4	NM_001353697
CELF4	NM_001353699
CELF4	NM_001353713
CELF4	NM_001353720
CELF4	NM_001353700
CELF4	NM_001353719
CELF4	NM_001025089
CELF4	NM_001353715
CELF4	NM_001353716
CELF4	NM_001353754
CELF4	NM_001353737
CELF4	NM_001353729
CELF4	NM_001353730
CELF4	NM_001353696
CELF4	NM_001353747
CELF4	NM_001353723
CELF4	NM_001353736
CELF4	NM_001353743
CELF4	NM_001353708
CELF4	NM_001353758
SOX1	NM_005986
RIPPLY3	NM_001317768
RIPPLY3	NM_001317777
PLCL2	NM_001144382
PLCL2	NM_015184
RIPPLY3	NM_018962
TEX26	NM_152325
TEX26	NM_001353391
TEX26	NM_001353388
TEX26	NM_001353389
TEX26	NM_001353390
CST7	NM_003650
CELF4	NM_001353733
CELF4	NM_001353711
CELF4	NM_001353714
CELF4	NM_001353695
CELF4	NM_001353750
CELF4	NM_001353710
CELF4	NM_001353712
CELF4	NM_001353718
CELF4	NM_001330603
CELF4	NM_001353724
CELF4	NM_001353744
RRP1B	NM_015056
CELF4	NM_001353725
CELF4	NM_001353739
CELF4	NM_001353705
CELF4	NM_001353755
CELF4	NM_001353753
CELF4	NM_001353728
CELF4	NM_001353709
CELF4	NM_001353726
CELF4	NM_001353735
CELF4	NM_001353707
CELF4	NM_001353702
CELF4	NM_001025088
CELF4	NM_001353738
CELF4	NM_001353742
CELF4	NM_001353698
CELF4	NM_001353749
CELF4	NM_001353759
CELF4	NM_001353761
CELF4	NM_001353756
CELF4	NM_001353721
CELF4	NM_001353752
CELF4	NM_001353741
CELF4	NM_001353745
CELF4	NM_001025087
CELF4	NM_001353746
APMAP	NM_020531
CELF4	NM_001353748
CELF4	NM_001353703
CELF4	NM_001353717
CELF4	NM_001353751
CELF4	NM_001353731
CELF4	NM_020180
CELF4	NM_001353734
CELF4	NM_001353740
CELF4	NM_001353760
CELF4	NM_001353757
AKAIN1	NM_001330553
AKAIN1	NM_001145194
BFSP1	NM_001195
BFSP1	NM_001161705
BFSP1	NM_001278608
BFSP1	NM_001278607
BFSP1	NM_001278606
MYO16	NM_015011
SLC14A2	NM_001371319
SLC14A2	NM_001242692
SLC14A2	NM_007163
MYO16	NM_001198950
PDXK	NM_003681
GGTLC1	NM_178312
GGTLC1	NM_178311
CST2	NM_001322
DSTN	NM_006870
DSTN	NM_001011546
RALBP1	NM_006788
STK35	NM_080836
SCRT2	NM_033129
PDXK	NM_001331030
CSTB	NM_000100
RRP1	NM_003683
NCOA6	NM_001318240
NCOA6	NM_014071
NCOA6	NM_001242539
DEFB127	NM_139074
COL4A1	NM_001845
SLC5A11	NM_001352242
SLC5A11	NM_001352246
SLC5A11	NM_001394076
SPTLC3	NM_018327
SPTLC3	NM_001349945
SLC5A11	NM_001258414
SLC5A11	NM_001258412
SLC5A11	NM_001258411
SLC5A11	NM_001352247
SLC5A11	NM_001394077
SLC5A11	NM_001352248
SLC5A11	NM_001352235
SLC5A11	NM_001352245
SLC5A11	NM_001352250
SLC5A11	NM_001394080
SLC5A11	NM_001352249
SLC5A11	NM_001352259
SLC5A11	NM_001352236
SLC5A11	NM_001258413
SLC5A11	NM_001352237
SLC5A11	NM_001394078
SLC5A11	NM_001394079
SLC5A11	NM_001352238
COL4A1	NM_001303110
DDX51	NM_175066
ARHGAP17	NM_001006634
ARHGAP17	NM_018054
NOC4L	NM_024078
DEFB115	NM_001037730
GALNT9	NM_021808
GALNT9	NM_001122636
IRS2	NM_003749
SS18	NM_001007559
SS18	NM_001308201
AGPAT3	NM_020132
AGPAT3	NM_001369881
AGPAT3	NM_001369878
SPACA7	NM_145248
AGPAT3	NM_001369880
AGPAT3	NM_001037553
SS18	NM_005637
STOML3	NM_145286
STOML3	NM_001144033
ANKRD10	NM_017664
ANKRD10	NM_001286721
TRAPPC10	NM_003274
TRAPPC10	NM_001351709
COL3A1	NM_000090
NALF1	NM_001080396
TMEM255B	NM_182614
TMEM255B	NM_001348663
ANKRD12	NM_015208
JAG1	NM_000214
PWP2	NM_005049
ANKRD12	NM_001083625
ANKRD12	NM_001204056
C18orf25	NM_145055
C18orf25	NM_001008239
PCP4	NM_006198
DSCAM	NM_001271534
DSCAM	NM_001389
SKA1	NM_001039535
SKA1	NM_145060
SLC23A2	NM_005116
SLC23A2	NM_203327
CST9L	NM_080610
PCCA	NM_000282
PCCA	NM_001352605
PCCA	NM_001352606
PCCA	NM_001352610
PCCA	NM_001352611
PCCA	NM_001352612
PCCA	NM_001127692
PCCA	NM_001352607
PCCA	NM_001352608
PCCA	NM_001178004
PCCA	NM_001352609
TASP1	NM_001323602
TASP1	NM_017714
TASP1	NM_001323604
TASP1	NM_001323603
WFDC9	NM_147198
RPRD1A	NM_001303412
RPRD1A	NM_001303411
RPRD1A	NM_018170
RPRD1A	NM_001303413
SOGA1	NM_080627
SOGA1	NM_199181
WFDC10A	NM_080753
RIT2	NM_002930
RIT2	NM_001272077
HBP1	NM_001244262
CTAGE1	NM_172241
HBP1	NM_012257
COG5	NM_001379512
COG5	NM_181733
COG5	NM_001379516
COG5	NM_001379515
COG5	NM_001379511
COG5	NM_001379514
COG5	NM_001379513
COG5	NM_006348
HRH4	NM_021624
HRH4	NM_001160166
COG5	NM_001161520
HRH4	NM_001143828
PPP1R16B	NM_015568
PPP1R16B	NM_001172735
GPR22	NM_005295
DYRK1A	NM_001347722
DUS4L	NM_181581
DUS4L	NM_001270419
DYRK1A	NM_001347721
DYRK1A	NM_001347723
BCAP29	NM_001371355
BCAP29	NM_001363482
BCAP29	NM_001371357
BCAP29	NM_001371354
BCAP29	NM_001371353
BCAP29	NM_001008405
BCAP29	NM_001363483
BCAP29	NM_018844
BCAP29	NM_001371356
DYRK1A	NM_101395
DYRK1A	NM_001396
DYRK1A	NM_130436
DYRK1A	NM_130438
TUBGCP3	NM_001286277
TUBGCP3	NM_006322
TUBGCP3	NM_001286278
TUBGCP3	NM_001286279
RNF113B	NM_178861
OBI1	NM_024546
DHX35	NM_021931
DHX35	NM_001190809
UBL3	NM_007106
RBBP8	NM_002894
RBBP8	NM_203291
MLNR	NM_001507
RBBP8	NM_203292
TOX2	NM_001098797
TOX2	NM_001098796
TOX2	NM_032883
TOX2	NM_001098798
ADAMTSL3	NM_207517
TTC39C	NM_153211
COL18A1	NM_001379500
FLT3	NM_004119
ADAMTSL3	NM_001301110
COL18A1	NM_130444
COL18A1	NM_030582
TTC39C	NM_001243425
TTC39C	NM_001135993
ARGLU1	NM_018011
TTC39C	NM_001292030
SH3GL3	NM_001324184
SH3GL3	NM_001324185
SH3GL3	NM_001324186
SH3GL3	NM_001324182
SH3GL3	NM_003027
SH3GL3	NM_001301108
SH3GL3	NM_001324187
SH3GL3	NM_001301109
SH3GL3	NM_001324183
ZSCAN2	NM_181877
ZSCAN2	NM_017894
MAPK4	NM_002747
ZSCAN2	NM_001007072
MAPK4	NM_001292039
MAPK4	NM_001292040
WDR73	NM_032856
NMB	NM_205858
NMB	NM_021077
EYA2	NM_005244
EYA2	NM_172110
RNF165	NM_152470
RNF165	NM_001256758
WFDC11	NM_147197
ST8SIA3	NM_015879
RNF152	NM_173557
CCDC68	NM_025214
CCDC68	NM_001143829
PRDM15	NM_001040424
PRDM15	NM_001282934
FARP1	NM_001286839
CCT8L2	NM_014406
FARP1	NM_005766
FARP1	NM_001001715
PRDM15	NM_022115
FAM216B	NM_001318932
FAM216B	NM_182508
PKNOX1	NM_001286258
PKNOX1	NM_004571
PKNOX1	NM_001320694
TCEAL2	NM_080390
BEX5	NM_001159560
BEX5	NM_001012978
C17orf97	NM_001013672
TCEAL6	NM_001367790
RFLNB	NM_182705
VPS53	NM_001128159
VPS53	NM_018289
VPS53	NM_001366254
VPS53	NM_001366253
SMAD2	NM_005901
SMAD2	NM_001003652
ELMO2	NM_133171
SMAD2	NM_001135937
ELMO2	NM_001318253
RAB27B	NM_001375327
RAB27B	NM_004163
ITM2B	NM_021999
ELMO2	NM_182764
NKRF	NM_017544
RIPOR3	NM_001290268
TXNL1	NM_004786
TRIM13	NM_005798
TRIM13	NM_001007278
TRIM13	NM_213590
TRIM13	NM_052811
RIPOR3	NM_080829
KCNRG	NM_199464
KCNRG	NM_173605
SPATA2	NM_006038
SPATA2	NM_001135773
FAM83D	NM_030919
SLC2A10	NM_030777
KCNB1	NM_004975
KCNK15	NM_022358
CBS	NM_001321072
CDH22	NM_021248
CBS	NM_000071
CBS	NM_001178009
CBS	NM_001320298
CBS	NM_001178008
MED15	NM_015889
MED15	NM_001293234
RNF114	NM_018683
MED15	NM_001003891
MED15	NM_001293235
MED15	NM_001293237
MED15	NM_001293236
GAREM1	NM_022751
GAREM1	NM_001242409
CRYAA	NM_000394
OR8U1	NM_001005204
CRYAA	NM_001363766
OR8U3	NM_001004744
OR5M9	NM_001004743
OR5M3	NM_001004742
OR5M8	NM_001005282
OR5AL1	NM_001348230
ZBTB7C	NM_001039360
ZBTB7C	NM_001371285
ZBTB7C	NM_001371288
U2AF1	NM_001025204
KLLN	NM_001126049
PTEN	NM_001304717
SLC35C2	NM_001281459
SLC35C2	NM_173073
PTEN	NM_001304718
PTEN	NM_000314
U2AF1	NM_001025203
U2AF1	NM_006758
SLC35C2	NM_001281457
SLC35C2	NM_015945
SLC35C2	NM_173179
SLC35C2	NM_001281460
ZBTB7C	NM_001371287
ZBTB7C	NM_001318841
ZBTB7C	NM_001371284
ZBTB7C	NM_001371286
ZBTB7C	NM_001371291
ZBTB7C	NM_001371290
SLC35C2	NM_001281458
ZNF496	NM_032752
ZNF496	NM_001329733
VN1R5	NM_173858
BOD1L2	NM_001257964
FBXO15	NM_001142958
FBXO15	NM_152676
SLC25A52	NM_001034172
SETD4	NM_001286752
SETD4	NM_017438
SETD4	NM_001007261
SETD4	NM_001007259
SEC11C	NM_033280
SEC11C	NM_001307941
OSBP2	NM_001282738
OR4M2	NM_001004719
OR4N4	NM_001005241
FCER1A	NM_002001
FCER1A	NM_001387282
POTEB	NM_001277304
FCER1A	NM_001387280
FCER1A	NM_001387281
NIPA1	NM_001142275
NIPA1	NM_144599
OR10J1	NM_001363557
OR10J1	NM_001363558
OR10J1	NM_012351
OR10J4	NM_001348286
NCOA3	NM_006534
CYFIP1	NM_001324119
CYFIP1	NM_001324120
CYFIP1	NM_001324125
CYFIP1	NM_001324124
CYFIP1	NM_001324126
CYFIP1	NM_014608
CYFIP1	NM_001324122
CYFIP1	NM_001324123
CYFIP1	NM_001287810
GOLGA6L1	NM_001001413
NCOA3	NM_181659
NCOA3	NM_001174087
NCOA3	NM_001174088
OSBP2	NM_030758
OSBP2	NM_001282739
GOLGA6L26	NM_001382446
GOLGA6L2	NM_001304388
MC3R	NM_019888
MAGEL2	NM_019066
NDN	NM_002487
OSBP2	NM_001282740
CDH7	NM_033646
CDH7	NM_001317214
GOLGA6L6	NM_001145004
CDH7	NM_001362438
CDH7	NM_004361
SLC19A1	NM_194255
SLC19A1	NM_001352510
SLC19A1	NM_001352512
RNASEH2B	NM_001142279
SLC19A1	NM_001205206
SLC19A1	NM_001352511
SLC19A1	NM_001205207
POTEB2	NM_001277303
OSBP2	NM_001282742
OSBP2	NM_001282741
BPI	NM_001725
POTEB3	NM_207355
OR4M2B	NM_001395296
OR4N4C	NM_001365389
OR52J3	NM_001001916
OR52E2	NM_001005164
OR52E1	NM_001348221
RNASEH2B	NM_024570
OSM	NM_020530
OSM	NM_001319108
PREX1	NM_020820
DRG1	NM_004147
TPGS2	NM_001330572
TPGS2	NM_001271952
TPGS2	NM_001271951
TPGS2	NM_001271953
TPGS2	NM_015476
TPGS2	NM_001271949
TPGS2	NM_001271950
TPGS2	NM_001271954
PTGIS	NM_000961
CBLN4	NM_080617
HORMAD2	NM_001329457
HORMAD2	NM_152510
HORMAD2	NM_001329458
TPGS2	NM_001271956
TPGS2	NM_001271955
MC4R	NM_005912
ATP9A	NM_006045
NCF4	NM_013416
EIF3K	NM_001308393
TMX3	NM_001350516
TMX3	NM_001350515
TMX3	NM_001350514
TMX3	NM_019022
TMX3	NM_001350517
FAM124A	NM_001330522
EIF3K	NM_013234
FAM124A	NM_145019
FAM124A	NM_001242312
EIF3K	NM_001300992
NCF4	NM_000631
C1QTNF9B	NM_001007537
ACTN4	NM_001411143
ACTN4	NM_004924
ACTN4	NM_001322033
TMX3	NM_001350513
TMX3	NM_001350512
RNF139	NM_007218
ZAR1L	NM_001136571
LGALS4	NM_006149
RALY	NM_007367
TATDN1	NM_032026
TATDN1	NM_001317890
RALY	NM_016732
TATDN1	NM_001146160
TATDN1	NM_001317891
TATDN1	NM_001317889
ECH1	NM_001398
HNRNPL	NM_001533
HNRNPL	NM_001385651
N4BP2L1	NM_001286459
N4BP2L1	NM_052818
N4BP2L1	NM_001353633
N4BP2L1	NM_001353627
N4BP2L1	NM_001353629
HNRNPL	NM_001005335
N4BP2L1	NM_001353635
N4BP2L1	NM_001353634
N4BP2L1	NM_001286460
N4BP2L1	NM_001079691
N4BP2L1	NM_001353630
N4BP2L1	NM_001353628
N4BP2L1	NM_001353632
N4BP2L1	NM_001353631
RINL	NM_001195833
RINL	NM_198445
N4BP2L1	NM_001286461
N4BP2L1	NM_001353637
SIRT2	NM_001193286
SIRT2	NM_030593
CDH20	NM_031891
SIRT2	NM_012237
FAM3B	NM_058186
CSNK1A1L	NM_145203
TMEM272	NM_001351006
FAM3B	NM_206964
TMEM272	NM_001351005
TMEM272	NM_001351003
RFXAP	NM_000538
NFKBIB	NM_001243116
NFKBIB	NM_001369699
NFKBIB	NM_002503
NFKBIB	NM_001369700
CCER2	NM_001243212
SARS2	NM_017827
SARS2	NM_001145901
CFAP61	NM_015585
MRPS12	NM_033362
MRPS12	NM_021107
MRPS12	NM_033363
FBXO17	NM_024907
FBXO17	NM_148169
CFAP61	NM_001167816
SNAI1	NM_005985
LGALS7B	NM_002307
LGALS7	NM_001042507
ADAMTS1	NM_006988
MIS18A	NM_018944
MRAP	NM_178817
MRAP	NM_001285394
HSF1	NM_005526
MRAP	NM_001379228
MRAP	NM_206898
DGAT1	NM_012079
SCRT1	NM_031309
SLC17A9	NM_022082
TMEM249	NM_001280561
TMEM249	NM_001252402
TMEM249	NM_001252404
SLC17A9	NM_001302643
FBXL6	NM_012162
SFI1	NM_014775
FBXL6	NM_024555
ADCK5	NM_174922
PPP1R3D	NM_006242
SFI1	NM_001258327
SFI1	NM_001258326
SFI1	NM_001007467
CPSF1	NM_013291
PFDN4	NM_002623
WDR4	NM_033661
PTPN2	NM_080422
PTPN2	NM_001207013
PTPN2	NM_080423
SLC39A4	NM_001280557
SLC39A4	NM_017767
SLC39A4	NM_001374839
SLC39A4	NM_130849
PTPN2	NM_002828
PSMA7	NM_002792
PTPN2	NM_001308287
VPS28	NM_183057
VPS28	NM_016208
TRPC4	NM_016179
TRPC4	NM_003306
TRPC4	NM_001135957
TRPC4	NM_001135955
TRPC4	NM_001135956
TRPC4	NM_001135958
TRPC4	NM_001354806
TRPC4	NM_001372055
TRPC4	NM_001354799
SLC52A2	NM_001253816
WDR4	NM_001260476
WDR4	NM_001260475
WDR4	NM_001260474
WDR4	NM_018669
WDR4	NM_001260477
SLC52A2	NM_001363120
SFI1	NM_001258325
CDH26	NM_177980
SLC52A2	NM_024531
CDH26	NM_001348204
SLC52A2	NM_001363122
SLC52A2	NM_001363118
SLC52A2	NM_001363121
CDH26	NM_021810
SLC52A2	NM_001253815
RASL11A	NM_206827
RASL11A	NM_001331126
NDUFV3	NM_001001503
NDUFV3	NM_021075
PHLPP1	NM_194449
SQSTM1	NM_001142298
SQSTM1	NM_001142299
SQSTM1	NM_003900
RUFY1	NM_025158
RUFY1	NM_001040451
RUFY1	NM_001040452
CBY3	NM_001164444
CPB2	NM_001872
CPB2	NM_001278541
CANX	NM_001363994
CANX	NM_001363997
CANX	NM_001363996
CANX	NM_001363993
CANX	NM_001363995
CANX	NM_001363998
CANX	NM_001363999
CANX	NM_001364000
CANX	NM_001364001
CANX	NM_001746
CANX	NM_001024649
GABPA	NM_001197297
GABPA	NM_002040
CDH19	NM_021153
CDH19	NM_001271028
MAML1	NM_014757
CLIC6	NM_053277
LTC4S	NM_145867
CLIC6	NM_001317009
MGAT4B	NM_054013
MGAT4B	NM_014275
PIGP	NM_153682
PIGP	NM_001320480
PIGP	NM_153681
MRNIP	NM_001017987
MRNIP	NM_016175
PIGP	NM_016430
KCNE2	NM_172201
ZNF558	NM_144693
SMIM21	NM_001037331
LCP1	NM_002298
SMIM21	NM_001303482
MBD3L1	NM_001393532
MBD3L1	NM_001393533
MBD3L1	NM_001393534
MBD3L1	NM_145208
SIAH3	NM_198849
TBC1D9B	NM_015043
TBC1D9B	NM_198868
MUC16	NM_001401501
MUC16	NM_024690
HNRNPH1	NM_001364250
HNRNPH1	NM_001364255
HNRNPH1	NM_001395186
HNRNPH1	NM_001364244
HNRNPH1	NM_001257293
HNRNPH1	NM_001364238
C18orf21	NM_031446
HNRNPH1	NM_001395191
HNRNPH1	NM_001364254
HNRNPH1	NM_001395188
HNRNPH1	NM_001364242
HNRNPH1	NM_001395184
HNRNPH1	NM_001395187
HNRNPH1	NM_005520
HNRNPH1	NM_001364231
HNRNPH1	NM_001395183
HNRNPH1	NM_001395182
HNRNPH1	NM_001395189
HNRNPH1	NM_001395192
HNRNPH1	NM_001363572
HNRNPH1	NM_001364248
HNRNPH1	NM_001364245
HNRNPH1	NM_001364240
HNRNPH1	NM_001364230
HNRNPH1	NM_001364232
C18orf21	NM_001201475
C18orf21	NM_001201474
HNRNPH1	NM_001364243
HNRNPH1	NM_001364239
C18orf21	NM_001201476
HNRNPH1	NM_001395195
HNRNPH1	NM_001364237
HNRNPH1	NM_001364241
HNRNPH1	NM_001364236
HNRNPH1	NM_001395176
HNRNPH1	NM_001395190
HNRNPH1	NM_001364225
HNRNPH1	NM_001364253
HNRNPH1	NM_001364226
HNRNPH1	NM_001364227
HNRNPH1	NM_001364251
HNRNPH1	NM_001395180
HNRNPH1	NM_001395181
HNRNPH1	NM_001364228
HNRNPH1	NM_001364252
HNRNPH1	NM_001395179
HNRNPH1	NM_001395178
HNRNPH1	NM_001364229
HNRNPH1	NM_001364233
HNRNPH1	NM_001395193
HNRNPH1	NM_001395194
HNRNPH1	NM_001364235
HNRNPH1	NM_001364234
HNRNPH1	NM_001364247
HNRNPH1	NM_001395177
HNRNPH1	NM_001364246
CACNA1I	NM_001003406
CACNA1I	NM_021096
KCTD1	NM_198991
KCTD1	NM_001351443
KCTD1	NM_001136205
KCTD1	NM_001142730
KCTD1	NM_001258222
TPTE	NM_199259
KCTD1	NM_001258221
ENTPD6	NM_001322393
ENTPD6	NM_001114089
ENTPD6	NM_001322386
ENTPD6	NM_001322385
ENTPD6	NM_001322392
ENTPD6	NM_001322394
ENTPD6	NM_001322395
ENTPD6	NM_001322398
ENTPD6	NM_001322389
TPTE	NM_199261
TPTE	NM_199260
TPTE	NM_001290224
ENTPD6	NM_001317941
ENTPD6	NM_001322390
ENTPD6	NM_001247
ENTPD6	NM_001322391
ENTPD6	NM_001322387
ENTPD6	NM_001322378
SLC39A6	NM_012319
MED10	NM_032286
ENTPD6	NM_001322397
ENTPD6	NM_001322388
ENTPD6	NM_001322396
UBE2QL1	NM_001145161
SLC39A6	NM_001099406
TNRC6B	NM_015088
ENTPD6	NM_001322383
ENTPD6	NM_001322380
ENTPD6	NM_001322384
ENTPD6	NM_001322379
ENTPD6	NM_001322381
ENTPD6	NM_001322382
TNRC6B	NM_001162501
TNRC6B	NM_001024843
RBBP8NL	NM_080833
ZBTB14	NM_003409
ZBTB14	NM_001143823
ZBTB14	NM_001243702
ZBTB14	NM_001243704
NALCN	NM_001350749
NALCN	NM_052867
ISX	NM_001303508
NALCN	NM_001350751
NALCN	NM_001350750
CST3	NM_001288614
NALCN	NM_001350748
MCAT	NM_173467
GALR1	NM_001480
CST3	NM_000099
MCAT	NM_014507
MANBAL	NM_001376530
MANBAL	NM_001376529
MANBAL	NM_001376531
MANBAL	NM_001003897
MANBAL	NM_001387339
MANBAL	NM_001387336
MANBAL	NM_001387337
MANBAL	NM_001387338
MANBAL	NM_001387335
MANBAL	NM_001376532
MANBAL	NM_001369743
MANBAL	NM_001369742
MANBAL	NM_022077
CCDC168	NM_001146197
MANBAL	NM_001376533
ENTHD1	NM_152512
SRC	NM_005417
SRC	NM_198291
GID8	NM_017896
ZNF521	NM_015461
LIF	NM_002309
SYNJ1	NM_001160306
LIF	NM_001257135
ZNF521	NM_001308225
TEX30	NM_138779
GHRH	NM_021081
GHRH	NM_001184731
SYNJ1	NM_203446
TEX30	NM_001286776
TEX30	NM_001286775
RPN2	NM_001324303
RPN2	NM_001135771
RPN2	NM_001324306
CBX7	NM_001346743
CBX7	NM_175709
RPN2	NM_001324301
RPN2	NM_001324305
RPN2	NM_001324304
RPN2	NM_002951
RPN2	NM_001324299
RPN2	NM_001324302
CBX7	NM_001346744
BIVM-ERCC5	NM_001204425
MROH8	NM_152503
SYNJ1	NM_003895
SYNJ1	NM_001160302
PMEPA1	NM_020182
MROH8	NM_213631
MROH8	NM_213632
PMEPA1	NM_199170
PMEPA1	NM_199169
PMEPA1	NM_001255976
PNPLA3	NM_025225
PMEPA1	NM_199171
BIVM	NM_017693
RBM11	NM_001320602
RBM11	NM_144770
BIVM	NM_001159596
IMPACT	NM_018439
HSPA13	NM_006948
CBLN2	NM_182511
GAS6	NM_000820
IDH3B	NM_001330763
EFCAB6	NM_198856
IDH3B	NM_174855
PSMG1	NM_003720
PSMG1	NM_001261824
PSMG1	NM_001320795
IDH3B	NM_006899
EFCAB6	NM_022785
IDH3B	NM_001258384
PSMG1	NM_203433
NUDT15	NM_018283
MED4	NM_014166
MED4	NM_001270629
EIF2S2	NM_001316363
EIF2S2	NM_001316364
EIF2S2	NM_003908
SOX18	NM_018419
RB1	NM_001407165
RB1	NM_000321
SGCG	NM_001378244
SGCG	NM_001378245
SGCG	NM_001378246
SGCG	NM_000231
ACSS1	NM_001252675
ACSS1	NM_032501
ACSS1	NM_001252677
ACSS1	NM_001252676
DOK5	NM_018431
DOK5	NM_001294161
RBM26	NM_022118
DOK5	NM_177959
RBM26	NM_001366735
RBM26	NM_001286632
RBM26	NM_001286631
B4GALT5	NM_004776
EFNB2	NM_001372056
EFNB2	NM_001372057
EFNB2	NM_004093
TBC1D22A	NM_014346
TBC1D22A	NM_001284303
BRWD1	NM_018963
BRWD1	NM_033656
TBC1D22A	NM_001284305
TBC1D22A	NM_001284304
ZFP64	NM_001319146
ZFP64	NM_199427
ZBED4	NM_014838
BRWD1	NM_001007246
ZFP64	NM_022088
ZFP64	NM_199426
ZFP64	NM_018197
MEF2D	NM_005920
MEF2D	NM_001271629
SALL4	NM_020436
SALL4	NM_001318031
IQGAP3	NM_178229
TTC24	NM_001105669
HAPLN2	NM_021817
MBP	NM_001025081
GPATCH4	NM_001396855
GPATCH4	NM_001396861
